"Country or Area","Sex","Age","Occupation"
"Indonesia","Male","20 - 24","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","20 - 24","Total (ISCO 68)"
"Indonesia","Male","25 - 29","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","25 - 29","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","25 - 29","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","25 - 29","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","25 - 29","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","25 - 29","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","25 - 29","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","25 - 29","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","25 - 29","Total (ISCO 68)"
"Indonesia","Male","30 - 34","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","30 - 34","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","30 - 34","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","30 - 34","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","30 - 34","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","30 - 34","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","30 - 34","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","30 - 34","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","30 - 34","Total (ISCO 68)"
"Indonesia","Male","35 - 39","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","35 - 39","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","35 - 39","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","35 - 39","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","35 - 39","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","35 - 39","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","35 - 39","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","35 - 39","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","35 - 39","Total (ISCO 68)"
"Indonesia","Male","40 - 44","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","40 - 44","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","40 - 44","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","40 - 44","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","40 - 44","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","40 - 44","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","40 - 44","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","40 - 44","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","40 - 44","Total (ISCO 68)"
"Indonesia","Male","45 - 49","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","45 - 49","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","45 - 49","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","45 - 49","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","45 - 49","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","45 - 49","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","45 - 49","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","45 - 49","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","45 - 49","Total (ISCO 68)"
"Indonesia","Male","50 - 54","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","50 - 54","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","50 - 54","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","50 - 54","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","50 - 54","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","50 - 54","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","50 - 54","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","50 - 54","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","50 - 54","Total (ISCO 68)"
"Indonesia","Male","55 - 59","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","55 - 59","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","55 - 59","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","55 - 59","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","55 - 59","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","55 - 59","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","55 - 59","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","55 - 59","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","55 - 59","Total (ISCO 68)"
"Indonesia","Male","60 - 64","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","60 - 64","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","60 - 64","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","60 - 64","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","60 - 64","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","60 - 64","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","60 - 64","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","60 - 64","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","60 - 64","Total (ISCO 68)"
"Indonesia","Male","65 - 69","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","65 - 69","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","65 - 69","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","65 - 69","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","65 - 69","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","65 - 69","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","65 - 69","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","65 - 69","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","65 - 69","Total (ISCO 68)"
"Indonesia","Male","70 - 74","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","70 - 74","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","70 - 74","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","70 - 74","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","70 - 74","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","70 - 74","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","70 - 74","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","70 - 74","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","70 - 74","Total (ISCO 68)"
"Indonesia","Male","75 +","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Male","75 +","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Male","75 +","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Male","75 +","Sales Workers (ISCO 68 - 4)"
"Indonesia","Male","75 +","Service Workers (ISCO 68 - 5)"
"Indonesia","Male","75 +","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Male","75 +","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Male","75 +","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Male","75 +","Total (ISCO 68)"
"Indonesia","Female","15 - 19","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","15 - 19","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","15 - 19","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","15 - 19","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","15 - 19","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","15 - 19","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","15 - 19","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","15 - 19","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","15 - 19","Total (ISCO 68)"
"Indonesia","Female","15 +","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","15 +","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","15 +","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","15 +","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","15 +","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","15 +","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","15 +","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","15 +","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","15 +","Total (ISCO 68)"
"Indonesia","Female","20 - 24","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","20 - 24","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","20 - 24","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","20 - 24","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","20 - 24","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","20 - 24","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","20 - 24","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","20 - 24","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","20 - 24","Total (ISCO 68)"
"Indonesia","Female","25 - 29","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","25 - 29","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","25 - 29","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","25 - 29","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","25 - 29","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","25 - 29","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","25 - 29","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","25 - 29","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","25 - 29","Total (ISCO 68)"
"Indonesia","Female","30 - 34","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","30 - 34","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","30 - 34","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","30 - 34","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","30 - 34","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","30 - 34","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","30 - 34","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","30 - 34","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","30 - 34","Total (ISCO 68)"
"Indonesia","Female","35 - 39","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","35 - 39","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","35 - 39","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","35 - 39","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","35 - 39","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","35 - 39","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","35 - 39","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","35 - 39","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","35 - 39","Total (ISCO 68)"
"Indonesia","Female","40 - 44","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","40 - 44","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","40 - 44","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","40 - 44","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","40 - 44","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","40 - 44","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","40 - 44","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","40 - 44","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","40 - 44","Total (ISCO 68)"
"Indonesia","Female","45 - 49","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","45 - 49","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","45 - 49","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","45 - 49","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","45 - 49","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","45 - 49","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","45 - 49","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","45 - 49","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","45 - 49","Total (ISCO 68)"
"Indonesia","Female","50 - 54","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","50 - 54","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","50 - 54","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","50 - 54","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","50 - 54","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","50 - 54","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","50 - 54","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","50 - 54","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","50 - 54","Total (ISCO 68)"
"Indonesia","Female","55 - 59","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","55 - 59","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","55 - 59","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","55 - 59","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","55 - 59","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","55 - 59","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","55 - 59","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","55 - 59","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","55 - 59","Total (ISCO 68)"
"Indonesia","Female","60 - 64","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","60 - 64","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","60 - 64","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","60 - 64","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","60 - 64","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","60 - 64","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","60 - 64","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","60 - 64","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","60 - 64","Total (ISCO 68)"
"Indonesia","Female","65 - 69","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","65 - 69","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","65 - 69","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","65 - 69","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","65 - 69","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","65 - 69","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","65 - 69","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","65 - 69","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","65 - 69","Total (ISCO 68)"
"Indonesia","Female","70 - 74","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","70 - 74","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","70 - 74","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","70 - 74","Sales Workers (ISCO 68 - 4)"
"Indonesia","Female","70 - 74","Service Workers (ISCO 68 - 5)"
"Indonesia","Female","70 - 74","Agricultural, Animal Husbandry and Forestry Workers, Fishermen and Hunters (ISCO 68 - 6)"
"Indonesia","Female","70 - 74","Workers Not Classifiable by Occupation (ISCO 68 - X)"
"Indonesia","Female","70 - 74","Production and Related Workers, Transport Equipment Operators and Labourers (ISCO 68 - 7/8/9)"
"Indonesia","Female","70 - 74","Total (ISCO 68)"
"Indonesia","Female","75 +","Professional, Technical and Related Workers (ISCO 68 - 0/1)"
"Indonesia","Female","75 +","Administrative and Managerial Workers (ISCO 68 - 2)"
"Indonesia","Female","75 +","Clerical and Related Workers (ISCO 68 - 3)"
"Indonesia","Female","75 +","Sales Workers (ISCO 68 - 4)"
